Start Node Label,Start Node Attribute Name,Start Node Attribute Value,Graph Element,Attribute Name,Attribute Value,Relation Name,Relation Attribute Name,Relation Attribute Value,End Node Label,End Node Attribute Name,End Node Attribute Value,Record Tag
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,cough,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,anorexia,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,nausea,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,vomiting,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,epigastric pain,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,epigastric discomfort,dengue fever/dengue hemorrhagic fever
Attribute,name,applying pressure to eye,Relation,,,associatedWith,,,Disease,name,dengue fever/dengue hemorrhagic fever,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,feeling of impending fainting,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,glucose-6-phosphate dehydrogenase,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasSymptom,,,Symptom,name,retro orbital pain,dengue fever/dengue hemorrhagic fever
Attribute,name,watery,Relation,,,hasCategory,,,AttributeCategory,name,quality,dengue fever/dengue hemorrhagic fever
Attribute,name,little pressure applied to the eyeball,Relation,,,hasCategory,,,AttributeCategory,name,triggered by,dengue fever/dengue hemorrhagic fever
Attribute,name,eye movement,Relation,,,hasCategory,,,AttributeCategory,name,triggered by,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,travel from tropical regions within the past 2 weeks,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,travel from dengue-endemic region within the past 2 weeks,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,obesity,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fever sudden in onsethigh spikes 5 to 7 days in duration,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fever sudden in onsetlow grade 5 to 7 days in duration,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fever sudden in onsetremittent pattern 5 to 7 days in duration,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fever sudden in onsetbiphasic 5 to 7 days in duration,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,"maculopapular involving the whole body, on the third and fourth day of the fever",dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,"rubelliform rash involving the whole body, on the third and fourth day of the fever",dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,cold clammy skin,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,rapid and weak pulse,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,capillary refill time >3 seconds,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,pregnancy,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,severe abdominal tenderness,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,chronic renal failure,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,ischaemic heart disease,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,travel to tropical regions within the past 2 weeks,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,travel in dengue-endemic region in past 2 weeks,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,residence in dengue-endemic region in past 2 weeks,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,living with uncovered water container,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,lab worker,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PersonalAndSocialHistory,name,exposure to infected blood products,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,DrugHistory,name,non-steroidal anti-inflammatory drugs,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,DrugHistory,name,corticosteroid use,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,hypertension,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,diabetes mellitus,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,hemoglobinopathies,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,peptic ulcer disease,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,hypotension,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,bronchial asthma,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,respiratory disease,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,stroke,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fever abrupt onset 39.4°c to 40.5°c biphasic remittent pattern low grade,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,historyOf,,,PastHistory,name,liver cirrhosis,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,edema,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,hepatomegaly,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,pleural effusion,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,ascites,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,purpura at injection sites,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,petechiae at injection sites,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,ecchymoses at injection sites,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,hypothermia,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,ascites,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,altered levels of consciousness,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,asterixis,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,bradycardia,dengue fever/dengue hemorrhagic fever
Symptom,name,lethargy,Attribute,synonym,weaknesslack of energy,,,,,,,dengue fever/dengue hemorrhagic fever
Symptom,name,malaise,Attribute,synonym,feeling unwell,,,,,,,dengue fever/dengue hemorrhagic fever
Symptom,name,melena,Attribute,synonym,melena,,,,,,,dengue fever/dengue hemorrhagic fever
Symptom,name,anorexia,Attribute,synonym,"anorexia, reduced appetite",,,,,,,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,delirium in children,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,jaundice,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,abdominal distension,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fever,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,liver tenderness on palpation,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,skin flushing with islands of normal skin in patient,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,skin flushing blanches when affected skin is pressed,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,maculopapular rash on the whole body,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,rubelliform rash involving the whole body,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,fading rash with pallid areas,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,petechiae,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,purpura,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,positive tourniquet test.,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,"diffuse skin flushing of the face, neck and chest",dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,postural hypotension,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,delayed capillary refill,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,tachycardia,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,tachypnoea,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,abdominal tenderness,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,liver enlargement >2 cm,dengue fever/dengue hemorrhagic fever
Disease,name,dengue fever/dengue hemorrhagic fever,Relation,,,hasExamination,,,Examination,name,dry mucous membranes,dengue fever/dengue hemorrhagic fever
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,hasCategory,,,AttributeCategory,name,onset,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,hasCategory,,,AttributeCategory,name,onset,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,hasCategory,,,AttributeCategory,name,onset,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,hasCategory,,,AttributeCategory,name,onset,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,fever,Relation,,,hasCategory,,,AttributeCategory,name,associated with,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,hasCategory,,,AttributeCategory,name,onset,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,small round erythematous lesion on the skin,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,hasCategory,,,AttributeCategory,name,onset,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,small round erythematous lesion with a small necrotic dark centre on the skin,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,splenomegaly,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,hepatomegaly,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,jaundice,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,lymphadenopathy,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,coma,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,stupor,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,maculopapular rash,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,macular rash,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,a small round erythematous skin lesion,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,a small round erythematous skin lesion with necrotic dark centre,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,feversudden onsetwith rigorslasts for 10 to 14 days without treatment,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,historyOf,,,PersonalAndSocialHistory,name,outdoor activities,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,historyOf,,,PersonalAndSocialHistory,name,exposure to ticks,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,historyOf,,,PersonalAndSocialHistory,name,tick bite,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,historyOf,,,PastHistory,name,immunosuppressive state,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasExamination,,,Examination,name,petechial rash,ehrlichiosis and anaplasmosis
Attribute,name,abrupt,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,abdominal pain,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,diarrhoea,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,vomiting,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,vomiting,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,vomiting,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,nausea,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,nausea,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,cough,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,arthralgia,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,myalgia,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,myalgia,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,malaise,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,malaise,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,headache,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,headache,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,rigors,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,arthralgia,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,dyspnea,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,confusion,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,neck stiffness,ehrlichiosis and anaplasmosis
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Attribute,name,fever,Relation,,,associatedWith,,,Disease,name,ehrlichiosis and anaplasmosis,ehrlichiosis and anaplasmosis
Symptom,name,vomiting,Relation,,,hasAttribute,,,Attribute,name,abrupt,ehrlichiosis and anaplasmosis
Symptom,name,vomiting,Relation,,,hasAttribute,,,Attribute,name,severe,ehrlichiosis and anaplasmosis
Symptom,name,nausea,Relation,,,hasAttribute,,,Attribute,name,severe,ehrlichiosis and anaplasmosis
Symptom,name,arthralgia,Relation,,,hasAttribute,,,Attribute,name,abrupt,ehrlichiosis and anaplasmosis
Symptom,name,arthralgia,Relation,,,hasAttribute,,,Attribute,name,severe,ehrlichiosis and anaplasmosis
Symptom,name,nausea,Relation,,,hasAttribute,,,Attribute,name,abrupt,ehrlichiosis and anaplasmosis
Symptom,name,myalgia,Relation,,,hasAttribute,,,Attribute,name,severe,ehrlichiosis and anaplasmosis
Symptom,name,malaise,Relation,,,hasAttribute,,,Attribute,name,abrupt,ehrlichiosis and anaplasmosis
Symptom,name,malaise,Relation,,,hasAttribute,,,Attribute,name,severe,ehrlichiosis and anaplasmosis
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,abrupt,ehrlichiosis and anaplasmosis
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,severe,ehrlichiosis and anaplasmosis
Symptom,name,rigors,Relation,,,hasAttribute,,,Attribute,name,fever,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,seizures,ehrlichiosis and anaplasmosis
Symptom,name,myalgia,Relation,,,hasAttribute,,,Attribute,name,abrupt,ehrlichiosis and anaplasmosis
Disease,name,ehrlichiosis and anaplasmosis,Relation,,,hasSymptom,,,Symptom,name,photophobia,ehrlichiosis and anaplasmosis
Attribute,name,epigastric region,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,severe,Relation,,,hasCategory,,,AttributeCategory,name,severity,epidemic pleurodynia
Attribute,name,sharp,Relation,,,hasCategory,,,AttributeCategory,name,quality,epidemic pleurodynia
Attribute,name,subsides in 2 to 4 days,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,2 to 4 days,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,subsides in 2 to 4 days,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,lower anterior chest,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,frequent,Relation,,,hasCategory,,,AttributeCategory,name,frequency,epidemic pleurodynia
Attribute,name,subsides in 2 to 4 days,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,intermittent,Relation,,,hasCategory,,,AttributeCategory,name,frequency,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasExamination,,,Examination,name,feversubsides in 2 to 4 days,epidemic pleurodynia
Attribute,name,2 to 4 days,Relation,,,hasCategory,,,AttributeCategory,name,duration,epidemic pleurodynia
Attribute,name,abdomen,Relation,,,hasCategory,,,AttributeCategory,name,location,epidemic pleurodynia
Attribute,name,lower anterior chest,Relation,,,hasCategory,,,AttributeCategory,name,location,epidemic pleurodynia
Attribute,name,subsides in 2 to 4 days,Relation,,,hasCategory,,,AttributeCategory,name,duration,epidemic pleurodynia
Attribute,name,subsides in 2 to 4 days,Relation,,,hasCategory,,,AttributeCategory,name,duration,epidemic pleurodynia
Attribute,name,subsides in 2 to 4 days,Relation,,,hasCategory,,,AttributeCategory,name,duration,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,sharing drink containers,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,laboratory personnel,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasExamination,,,Examination,name,truncal muscles swollen and tender,epidemic pleurodynia
Attribute,name,intermittent,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,epigastric region,Relation,,,hasCategory,,,AttributeCategory,name,location,epidemic pleurodynia
Attribute,name,frequent,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,abdomen,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,sharp,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Attribute,name,severe,Relation,,,associatedWith,,,Disease,name,epidemic pleurodynia,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,headache,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,sore throat,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,malaise,epidemic pleurodynia
Disease,name,epidemic pleurodynia,Relation,,,hasSymptom,,,Symptom,name,pain,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,severe,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,frequent,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,intermittent,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,epigastric region,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,2 to 4 days,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,abdomen,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,lower anterior chest,epidemic pleurodynia
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,subsides in 2 to 4 days,epidemic pleurodynia
Symptom,name,sore throat,Relation,,,hasAttribute,,,Attribute,name,subsides in 2 to 4 days,epidemic pleurodynia
Symptom,name,malaise,Relation,,,hasAttribute,,,Attribute,name,subsides in 2 to 4 days,epidemic pleurodynia
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,sharp,epidemic pleurodynia
